id2,price_ran
d13126117,
d12430910,$$ - $$$
d2616974,
d2337995,
d13291091,$$ - $$$
d9581221,$$ - $$$
d987871,
d12978805,
d3677042,
d12913582,
d9882107,
d10501475,$
d1329781,$$ - $$$
d7123598,
d1317345,
d9750862,$$ - $$$
d2031122,
d3499183,
d13108922,$$ - $$$
d10815291,$$ - $$$
d10028345,$$ - $$$
d9986891,
d12087969,
d12506505,
d10303002,
d12155241,$$ - $$$
d12523639,
d12824847,
d4374861,
d3498760,$
d6857166,$$ - $$$
d13172157,$$ - $$$
d697610,
d6200985,$
d3576247,
d10584149,
d8462996,$$ - $$$
d11965418,$$ - $$$
d2282803,
d5890556,
d12657453,$$ - $$$
d6697361,$
d4769551,
d9561885,
d2643409,
d4770089,
d5488978,$
d9736438,$
d10279161,$
d3647031,$
d6618234,
d4928913,
d8093048,$$ - $$$
d12533497,$$ - $$$
d10751621,
d10508372,
d5972492,
d5080712,$
d5220343,
d1877205,
d5264459,$$ - $$$
d8077953,
d8339853,$
d3943992,
d8356681,$
d1195848,
d10039383,$
d12320773,
d3433011,$$ - $$$
d4793218,
d12530861,$
d12560018,
d5895400,$$ - $$$
d10396847,$
d743846,
d8148024,
d12557822,
d8339797,$
d8490715,$$ - $$$
d7904953,
d7277852,$
d8338558,
d4221407,
d780905,$$ - $$$
d7886352,$$ - $$$
d11742815,
d9824211,
d10519586,
d1016030,$$ - $$$
d5809843,$$ - $$$
d10733501,$$ - $$$
d6988995,$
d4925682,$
d8786577,$
d10377580,
d10845906,$
d10624929,
d12633126,
d7124281,
d2153168,$
d4910692,
d2061450,
d12149248,
d1039059,$$ - $$$
d9809593,
d2704179,
d964516,$$ - $$$
d8405383,
d778850,$
d12406630,$$ - $$$
d12883260,
d720646,
d7028405,
d7705085,$$ - $$$
d8297631,$
d8389853,
d5959108,
d8827469,$$ - $$$
d5776778,
d9744760,$
d8485758,$
d8261504,
d6985483,
d12621405,$
d11881289,$$ - $$$
d13197525,
d13005906,$$ - $$$
d697865,
d4925072,$
d3567660,
d4060319,
d7294241,
d8611027,$
d11810618,
d10071825,
d6750888,
d1571579,
d13230314,$$ - $$$
d11921254,$$ - $$$
d1747149,
d11953102,$
d11434857,
d8527837,
d10288999,
d11547467,$$ - $$$
d7283061,$$ - $$$
d2689810,
d5870730,$$ - $$$
d4150372,
d10004354,
d1043988,
d4778786,$
d12795921,
d12546929,$
d696219,
d4794606,
d1175243,
d4770140,
d12731915,
d5779752,$$ - $$$
d5888656,
d4155665,
d720335,$$ - $$$
d7939772,
d7604228,
d5794927,
d2294129,
d9830909,
d12716306,
d4771998,
d12076815,
d12195919,
d2216441,
d10843558,
d9766113,
d4594213,
d10026670,$$ - $$$
d8322337,
d6979679,$
d12207498,$$ - $$$
d4366659,$$ - $$$
d11779213,$$$$
d8581485,$
d1185140,
d5790645,
d6902622,
d2562129,
d7160818,
d8361333,
d2173304,
d997456,$$ - $$$
d8343965,
d2185882,
d7124010,
d3485782,
d8339761,
d2085945,
d5510292,
d6440870,
d5933896,$$ - $$$
d1327654,
d5486339,$$ - $$$
d10087488,$$ - $$$
d4923241,
d12910880,$$ - $$$
d10468925,$
d8476392,$
d5122724,
d7341685,
d2367877,
d8684892,
d718419,$$ - $$$
d9751133,$$ - $$$
d12670824,$
d5794782,
d5868271,$
d1946076,$$ - $$$
d4770180,
d1044344,
d6856850,
d7597162,
d8398466,$$ - $$$
d12447534,$$ - $$$
d11622707,
d1353542,
d5791730,$
d4745123,$
d1331171,
d7811215,
d11689224,
d12670300,$$ - $$$
d10754220,
d8393556,$$ - $$$
d12690611,$
d12208688,
d7261832,
d3946209,
d7127920,
d12404633,$$ - $$$
d10846769,
d6715442,$$ - $$$
d8339557,
d7124548,$$ - $$$
d5617347,
d10679589,$
d13129071,$
d5815842,
d13477951,
d8320224,$$ - $$$
d4844994,$$ - $$$
d7160729,$$ - $$$
d10347901,
d5816217,
d6714296,
d7123235,
d12438465,$
d5523143,
d8853237,
d5486633,$$ - $$$
d13195587,
d4093352,$$ - $$$
d1534926,
d719799,$
d4363770,$
d11668002,
d9836681,
d11952754,
d4150091,
d3622319,
d4424352,
d8432085,$$ - $$$
d2621534,
d4769770,
d12449962,$$ - $$$
d2373990,
d5768681,$
d8364770,
d2149612,$
d4844339,
d7742983,$$ - $$$
d4287848,$$ - $$$
d3439658,
d12741799,$
d12562867,$$ - $$$
d5509525,
d8498250,
d12071777,
d4831827,$
d5489226,
d7123785,$
d9797930,$$ - $$$
d12671975,$$ - $$$
d11921205,
d12741717,$$ - $$$
d8610209,
d10188698,$$ - $$$
d2399134,
d8130518,
d4061130,
d5486156,
d8537733,
d7905760,$$ - $$$
d8306653,
d11774873,
d11737291,
d5027108,
d8861490,$
d9809498,
d4607843,
d1356054,
d12143894,$
d4769028,
d7693489,
d5267806,$
d12506172,$
d5122044,$
d11651307,
d878295,
d8860948,
d12065275,$$ - $$$
d10686379,$
d4770084,
d12786736,
d6159015,$
d8353490,
d4289290,$
d12148796,
d10072605,
d11880466,
d8834124,
d8809828,
d8681805,$$ - $$$
d5977490,$$ - $$$
d12926411,
d5489148,$
d11992818,
d10036197,
d11860525,$$ - $$$
d5791590,$
d1093742,
d7117216,$$ - $$$
d9807467,
d13289876,
d9714836,
d2090197,$$ - $$$
d9788504,$$ - $$$
d10500062,
d7897018,
d5980933,$
d12431819,$$ - $$$
d7938828,
d2203463,
d6947757,$
d1093661,
d12609630,$$ - $$$
d9882946,$$ - $$$
d9758802,
d12394472,
d10170008,$
d5260486,$
d12687303,$
d8018289,$
d982905,$
d12690406,
d7616195,
d12657757,
d10076264,
d13116812,
d6953569,$
d4149993,
d997217,$$ - $$$
d719410,
d12388275,
d5615712,
d695926,
d1325599,$
d12446122,
d12875961,
d8487293,$
d7711819,
d7710664,$$ - $$$
d12645762,
d9980695,
d7691403,
d11644314,$
d1734464,
d10177098,$$ - $$$
d6109878,
d2708688,
d10810322,
d12593521,
d12551161,$$ - $$$
d9455589,$
d9777637,
d10785471,$$ - $$$
d5533330,
d8603353,$
d10342481,$
d12323332,$$ - $$$
d9610057,
d5107908,
d10025251,$
d12714398,
d2143292,$$ - $$$
d7124148,
d10045197,$$ - $$$
d718872,
d3871475,
d10100669,$$ - $$$
d12949974,
d5981136,$
d5794982,$
d11885111,
d5821547,
d7083435,
d8591991,$$ - $$$
d3568532,
d11706123,$$ - $$$
d2360976,
d7253981,$$ - $$$
d11970034,
d12948479,
d10821966,$
d5609103,$
d6525573,$
d8500419,$$ - $$$
d12990157,$$ - $$$
d5981619,$$ - $$$
d11960638,$$ - $$$
d5798607,
d815558,$$ - $$$
d1343435,$
d10028212,$$ - $$$
d5447976,$
d982337,
d7123929,
d12231441,$$ - $$$
d8339661,
d12852443,
d12926349,$$$$
d8428994,$
d10679009,
d12827471,$$ - $$$
d3479095,
d12115633,$$ - $$$
d10065467,$
d6367098,$
d5768822,$$ - $$$
d3137205,$$ - $$$
d11658048,$
d8051417,
d11722666,$$ - $$$
d12286063,$$ - $$$
d13115764,$
d12220611,$
d717370,$$ - $$$
d11925969,
d13088986,$$ - $$$
d9808585,
d5926709,
d9740137,$$ - $$$
d12244219,$$ - $$$
d12063465,
d7228973,$$ - $$$
d10838733,
d12154545,$$ - $$$
d10518171,$
d12780255,
d1039303,$$ - $$$
d12950426,$$ - $$$
d5122681,
d1037004,
d4887802,
d2153083,$$ - $$$
d7905913,$$ - $$$
d10748664,$$ - $$$
d8873363,
d9714765,
d8431344,
d3250778,
d3226461,
d6073899,
d7607432,$
d11876122,$
d12130008,$
d7939618,
d1035463,$$ - $$$
d12557356,
d1342548,$
d1072910,$
d6776641,
d5079223,
d9731847,
d10221687,
d12718154,$
d5812266,$$ - $$$
d1336072,$$ - $$$
d11979448,$$ - $$$
d10214420,
d3733613,$
d877375,
d11698674,$
d13237776,$$ - $$$
d3482628,$
d7651431,
d2510661,
d10270613,$$ - $$$
d5422695,$
d7992707,$$ - $$$
d10306163,
d10804548,
d3700228,
d5440386,
d7240342,
d1967097,
d7277884,$
d7023747,$
d8607042,
d3163336,
d6874868,
d5804498,$$$$
d6487941,$$ - $$$
d11737367,$
d4923298,
d8560617,$
d4177611,
d1341444,$
d10766236,
d10509826,$
d1095195,$$ - $$$
d10188263,
d10441793,
d12896617,$
d7312035,$$ - $$$
d4523130,
d8749259,$$ - $$$
d6850220,$$ - $$$
d12286389,$
d12231004,$
d5768921,$$ - $$$
d10149327,$$ - $$$
d8340766,$$ - $$$
d2679489,
d5247600,
d6700346,
d4801128,
d2589910,
d5949207,
d3773844,
d11701729,$$ - $$$
d2399636,
d1990841,
d9566645,$
d9711563,$
d5795229,
d9730844,
d7993780,$
d12435113,
d8127489,
d5794603,
d5890454,
d8723774,
d12510320,$
d4782938,
d11871578,$$ - $$$
d11713194,
d8499674,$
d11331461,
d13153525,
d12621244,$
d4411124,
d10754913,
d10147878,
d7339798,$
d10259519,
d9729928,$
d5485971,
d4176712,
d9453335,$
d4104468,
d10736346,
d5122124,
d12972370,$
d12453191,$
d11717683,$$ - $$$
d8779173,
d10522663,$$ - $$$
d10087366,$$ - $$$
d7281496,
d5220267,
d3747518,
d10231052,$
d7810324,
d9821093,
d1852570,
d6365531,
d8737095,$
d3959327,
d7892771,
d7339905,$$ - $$$
d943635,$$ - $$$
d11674463,$$ - $$$
d10491876,
d7316049,
d2154708,$$ - $$$
d12179972,
d6872536,
d8841114,
d12891749,$
d12207350,
d11918759,
d4769887,$$ - $$$
d12162462,$$ - $$$
d11749959,$
d7171649,
d7189327,$
d7277879,$
d7154757,
d5788938,
d966366,
d12889614,
d8139611,$$ - $$$
d10308777,
d740061,
d5795074,
d5510509,
d10457944,
d11827759,
d1332651,
d10341158,$$ - $$$
d10380161,
d8340787,$
d8557368,
d10478201,
d11810585,
d12022065,$
d7332382,$$ - $$$
d5037253,$
d9729242,
d13283785,$
d4105161,
d8605624,$$ - $$$
d785783,$$ - $$$
d4719391,$
d12882536,$$ - $$$
d5504302,
d9846411,
d12252123,$
d10786375,
d7277869,
d10281949,
d2440502,
d4557437,$$ - $$$
d12822105,
d6610712,
d8084449,$$ - $$$
d5040457,$$ - $$$
d2717760,
d6479082,
d1673481,$
d11643528,$$ - $$$
d8339196,$
d12938820,
d1405632,$$ - $$$
d12614946,$
d9881794,
d7123488,
d12219942,$$ - $$$
d10804383,$$ - $$$
d5776027,$$ - $$$
d1441087,$
d11910334,$$ - $$$
d12511058,
d6725843,$
d5043668,
d5797806,$
d7123968,
d1028107,$$ - $$$
d13001088,
d4560366,$
d8146349,
d12535806,$$ - $$$
d8339966,
d2626097,
d12644140,$$ - $$$
d12571872,$
d7061319,$$ - $$$
d4077959,
d7852151,$$ - $$$
d1045067,
d12859960,
d10463660,
d8498634,$
d12548436,$$ - $$$
d942186,$$$$
d8126733,
d5580998,
d8068451,$$ - $$$
d12177599,$
d11967172,$
d12790604,$
d4894368,
d12341587,$
d13189918,
d10505038,
d5122760,
d3330524,$$ - $$$
d1228728,$$$$
d12831589,$$ - $$$
d7934371,
d4769806,
d7187598,
d3933255,
d9873614,$$ - $$$
d2512839,
d11436157,$$ - $$$
d12345338,
d8059389,
d13313019,
d12859361,
d11838818,
d13173618,$$ - $$$
d3607622,
d9567403,$
d5291194,
d5122152,
d7124099,
d7129162,$
d12661093,
d8522319,
d10310146,
d10518737,$
d5800076,
d11890774,
d7000956,
d8774312,$$ - $$$
d11800802,$
d8672834,$$ - $$$
d8289310,
d5851960,
d12445889,
d8642360,
d8020108,
d9857375,$$$$
d11595119,
d12866521,
d8537653,$$ - $$$
d9458969,
d12969126,$
d8809718,$
d5949321,
d8484049,$$ - $$$
d11863038,$$ - $$$
d6864979,
d4937398,
d10830690,$
d8732721,$
d11804604,
d8099191,$
d3730706,
d8795367,
d5243248,
d2222890,$$ - $$$
d6484155,
d11836340,$$ - $$$
d5523399,$$ - $$$
d5794609,$$ - $$$
d1644707,
d7160588,
d4355928,
d966362,$$ - $$$
d12581319,
d13189056,$
d8837188,
d4298754,$
d4258920,
d9747412,$
d8774850,
d4523210,
d9995784,$
d5243111,
d12571359,$$ - $$$
d5808921,
d4769501,$
d6853092,$$ - $$$
d5874521,$
d6618592,
d697218,
d12656261,
d5986308,$
d6959190,$
d2225781,
d5616973,$
d7277842,$$ - $$$
d7652402,$$ - $$$
d5507497,
d4105376,$
d12902263,$$ - $$$
d4910377,$
d12184675,
d12872056,
d12598728,$$ - $$$
d4829338,$
d12674982,$$ - $$$
d4136884,$$ - $$$
d4028290,
d3185913,
d7815248,$$ - $$$
d6894319,
d4586592,$
d5122169,$
d7263685,$
d13083533,
d8338352,
d7138346,
d8338680,
d11953114,$$ - $$$
d9732467,$
d8788003,
d5956768,
d10314483,$$ - $$$
d5489499,
d4291675,
d5958948,$$ - $$$
d12963001,$
d4869692,
d11586956,$$ - $$$
d1044704,$$ - $$$
d5607724,
d8574615,
d10558392,
d12413396,
d2646976,
d8134063,$
d7124004,
d13198228,
d4770061,
d4419872,
d12879439,$
d8535531,
d7148431,
d6877399,
d4085447,
d6276322,
d12323594,$
d9787634,$
d12952578,$$ - $$$
d1038835,
d13296939,$$ - $$$
d10061579,$$ - $$$
d10698003,
d8462228,$$ - $$$
d12281790,
d1381569,
d5486581,$
d1872975,$
d970070,
d13296811,$$ - $$$
d10332848,
d5795047,$
d4770058,
d5122260,
d3929215,
d7124264,
d12809213,
d8605418,$$ - $$$
d8634514,$$ - $$$
d7976290,
d6702774,$$ - $$$
d3537195,$$ - $$$
d5511689,
d8011642,$
d12828887,
d3501706,
d7824431,$
d8339754,
d10424437,
d4959501,
d1337153,$
d9845669,$$ - $$$
d5825826,
d6632238,
d997608,
d8017782,$
d10345546,
d2239215,$
d12868988,$$ - $$$
d5851509,$
d8455218,$
d6700664,
d8460599,
d5285617,$
d7369470,$$ - $$$
d8339544,
d10031140,$
d4767800,
d2147304,
d5491218,$$ - $$$
d13307726,$$ - $$$
d7125485,$$ - $$$
d5820326,$
d12355863,$
d11719007,
d10469378,$
d7285304,
d12415049,
d8552415,$
d8543650,$$ - $$$
d1343499,$
d5821106,$
d7124403,
d966610,$$$$
d5294192,
d5541823,
d8776237,$$ - $$$
d12353487,
d6672557,$$ - $$$
d8674785,$$ - $$$
d1503901,$$$$
d10299791,
d4817723,$$ - $$$
d12868561,$$$$
d12115275,
d4768697,
d13323825,$$ - $$$
d8454337,$
d4161657,
d7755779,$
d10188822,
d4911290,
d6762753,
d12925541,
d11548938,$
d11903783,$$ - $$$
d8685231,
d9819883,$$ - $$$
d4976318,
d7687691,$$ - $$$
d12061872,
d6408119,
d4769071,
d8144546,
d12675508,$
d5588422,$
d5853771,
d1024683,$$ - $$$
d5614276,$$ - $$$
d8714197,$$ - $$$
d12165523,$
d753303,
d6427414,
d1126334,
d7070014,
d3656371,
d1355831,$$ - $$$
d12097713,$$ - $$$
d12225614,$$ - $$$
d4556118,
d7973887,$$ - $$$
d12622032,$
d12231304,$$ - $$$
d8813300,
d2465481,
d2159350,$$ - $$$
d7336437,$
d4769127,$$ - $$$
d7375639,
d5776034,
d12717018,
d8861043,$$ - $$$
d6165816,$$ - $$$
d3651612,
d1043870,
d10471300,$
d7138823,$
d10043086,
d12941805,$
d6899331,$$ - $$$
d7751484,$
d2253636,$
d10499129,
d7124540,$$ - $$$
d12143119,$
d12134785,$
d10139004,$
d7364758,$$ - $$$
d11832494,$
d13090225,
d10533210,
d10454325,$
d10624281,$$ - $$$
d2655592,$$ - $$$
d6975911,
d2478443,$
d11500774,
d695169,
d3681699,
d5506079,$$ - $$$
d1347853,$$ - $$$
d8434923,$$ - $$$
d1015287,
d12438915,
d3720862,
d8497127,$$ - $$$
d4910404,
d12882182,
d697019,
d12408498,
d2554964,
d8779867,
d5122899,$
d10622010,$
d5819683,
d5037158,
d4148776,$$ - $$$
d8360335,
d2165729,
d1947083,
d10214295,
d7349319,$
d7702743,
d7710479,
d10446651,$
d8559780,$$ - $$$
d5854830,$$ - $$$
d8841524,
d12012788,$$ - $$$
d8630150,$
d3438435,
d11750163,
d2718779,
d10401072,$
d4040092,$
d7649083,$
d9777353,$$ - $$$
d3681611,
d11905347,
d8317875,
d7214034,
d7365730,$
d3963348,$$ - $$$
d5482502,
d2615209,
d5962339,
d10839682,
d5122742,$
d7254090,
d10547080,
d10748470,
d12691333,$$ - $$$
d4458231,$$ - $$$
d10598434,
d3393258,
d4086116,
d8143844,
d4768419,
d1074525,$$ - $$$
d5799966,$$ - $$$
d12931341,$
d9745237,$$ - $$$
d5518254,$$ - $$$
d5423598,
d6527844,$$ - $$$
d11880382,
d7078161,$$ - $$$
d7223064,$
d12936857,$
d7827387,$$ - $$$
d10162651,
d10441140,
d4455532,
d8772199,
d12555535,
d3485324,
d5122662,
d5122271,$$ - $$$
d714914,
d10782466,
d13313742,$$ - $$$
d1043444,
d11912843,$
d7080922,$
d7274071,
d5819364,
d10051163,$$ - $$$
d740562,
d8708841,$
d954326,$$ - $$$
d2440330,$$ - $$$
d8548997,
d8339704,$$ - $$$
d7066914,$
d5873560,$$ - $$$
d4066092,$$ - $$$
d6124738,
d8566729,$$ - $$$
d12460021,
d12794200,
d9800415,$$ - $$$
d10621971,$$ - $$$
d10911006,$$ - $$$
d680505,
d1967911,$$ - $$$
d8508319,
d5122145,
d1388963,
d5795031,$
d8727830,$$ - $$$
d7262892,
d7277871,$
d12456979,
d783949,
d5794557,$
d2615880,$$ - $$$
d4470082,
d714922,
d12184436,
d10119558,
d5616526,
d10494780,
d12705322,
d9463172,$$ - $$$
d3358261,
d6695281,$
d9979393,$
d2403779,
d11650771,$$ - $$$
d5798801,
d11929254,$
d10138602,
d719549,
d11856924,$$ - $$$
d11955534,$
d11876857,$$ - $$$
d6481956,
d8468647,
d12080107,
d12593499,
d2477480,
d6496920,$$ - $$$
d4922961,
d4261090,
d11811867,
d4587200,$
d11746696,
d7699457,$
d12086831,$$ - $$$
d10479257,
d5795311,
d1044683,
d4910588,
d5440078,
d10321642,
d7124427,
d8041061,$$ - $$$
d11180137,
d10050157,
d5122066,
d7019014,
d8336199,
d1344567,$
d5107962,
d4701000,$$ - $$$
d12711650,$$ - $$$
d9885902,$$ - $$$
d11716611,$$ - $$$
d2236359,$$ - $$$
d12957444,
d5267218,$$ - $$$
d10525028,$$ - $$$
d1495570,$$ - $$$
d7916833,$$ - $$$
d8533463,$$ - $$$
d1408643,
d2615769,
d6716162,$$ - $$$
d7124070,
d12949764,$$ - $$$
d10031781,
d12094972,
d12459553,$$ - $$$
d3936125,$$ - $$$
d12820524,
d1941569,
d997902,
d5979280,$$ - $$$
d4287179,
d7278591,
d10236447,$$ - $$$
d5486271,$$ - $$$
d7755331,
d7680187,$
d10200779,$$ - $$$
d5513568,
d11931290,
d5243149,
d12674180,$$ - $$$
d7238261,$$ - $$$
d12710354,
d12366134,
d8418105,$$ - $$$
d3824989,
d11701739,$$ - $$$
d10818003,
d9826575,$
d13323876,$$ - $$$
d4363206,
d9847743,$
d12956484,$$ - $$$
d5977635,
d794570,
d12133638,
d9981947,
d7699521,$
d9716385,$
d12150807,$$ - $$$
d5976886,
d12593503,
d10801771,
d753254,$$ - $$$
d8277028,
d12070727,$$ - $$$
d7810682,$$ - $$$
d9989853,$
d12427683,
d5511669,
d8773673,$$ - $$$
d12532949,$$ - $$$
d11660761,$$ - $$$
d8374350,
d8817361,
d12653872,
d12320798,$$ - $$$
d12663216,
d7359904,
d11749666,
d8105905,
d5826641,$$ - $$$
d10787980,
d7367740,
d7071760,
d4800547,$$ - $$$
d11807584,
d7807045,$$ - $$$
d7138364,
d10092300,
d12631683,
d7139057,$$ - $$$
d5614767,$
d2518210,$
d10109757,$$ - $$$
d11723210,$$ - $$$
d12630857,$$ - $$$
d12378321,$
d11785655,$$ - $$$
d1997139,$$ - $$$
d9567331,$$ - $$$
d6903248,
d5989630,
d5822234,$$ - $$$
d1039323,$$ - $$$
d13223329,$
d10671294,$
d10019850,$
d1322272,
d13277890,$$ - $$$
d7309231,
d5854973,
d7343087,$
d12656426,$$ - $$$
d9784919,$$ - $$$
d12214066,$
d7992446,
d10084603,$
d8396040,$
d10730878,$$ - $$$
d11848992,$
d10102375,
d5599486,
d11946275,$$ - $$$
d8448189,
d10148059,
d6043492,
d5888857,
d6219714,
d3359924,$
d12968307,$$ - $$$
d8099667,$
d9818608,
d12031445,
d10467852,$$$$
d5536232,
d850487,$$ - $$$
d5615749,$$ - $$$
d8430037,
d12620594,$
d2363627,$$ - $$$
d1749038,
d6875569,
d4295316,
d12404578,$$ - $$$
d11897578,$$$$
d2088225,$$ - $$$
d5531673,$
d7596961,$
d10469734,
d13130305,
d1346410,
d990688,$$$$
d7177813,
d10672994,
d1535003,
d13074880,$$ - $$$
d12402431,$$ - $$$
d2073008,
d5494154,$$ - $$$
d5970231,$$ - $$$
d13121842,$$ - $$$
d5978901,
d6563624,
d7704824,
d12966266,$$ - $$$
d7246437,
d4555472,$
d1340832,$
d7087699,$
d12726919,$$ - $$$
d8754974,$$ - $$$
d4915042,
d8461751,
d7679064,$$ - $$$
d5872663,$
d12519431,$$ - $$$
d12554985,
d3661832,
d8630682,
d8595203,$$$$
d8505276,$
d10496558,$$ - $$$
d1873523,$$ - $$$
d5279806,$
d5795010,
d1520748,
d6847457,
d11547915,
d11865756,$
d6676755,
d10459474,
d5606685,$
d9867336,$$ - $$$
d10629869,
d988064,$$ - $$$
d11900372,
d4436466,
d5520525,$
d12322247,
d3649332,
d7350180,
d13167018,$
d6641772,$$ - $$$
d5512431,$$ - $$$
d2200096,
d8077868,$
d9807418,
d5493157,$$ - $$$
d1336846,
d7646307,
d10802652,$
d12813124,$
d4817799,
d6454308,$
d1065755,$$ - $$$
d5977580,
d8339877,$
d8684350,$$ - $$$
d8691297,$
d12170237,
d991578,
d1457285,$
d7660051,
d10529972,
d4767560,$
d12662488,$$ - $$$
d4427973,
d4912844,
d11793228,$$ - $$$
d12029071,
d815477,
d10026672,
d9979957,$
d4082110,
d12725106,
d4600692,
d2687520,
d10836710,$
d11769448,
d696012,$$ - $$$
d12459158,
d9694684,
d1039123,$$ - $$$
d7068581,$$ - $$$
d1044859,
d5852232,
d7009351,
d10729778,
d12051419,
d7130390,$
d7124189,
d10036970,$
d10628811,$
d6378842,$
d8758028,
d12971683,
d2026822,
d12831436,
d4191973,
d11749579,$$ - $$$
d8735392,$
d12714106,
d997614,
d2709308,
d5854683,$
d7897025,
d5972084,
d13189099,$$ - $$$
d9745809,
d9808405,$$ - $$$
d10150006,
d9455506,
d12986583,
d4925704,$
d10613450,
d7124387,
d5264393,
d5893443,
d8019533,$$ - $$$
d10796424,$$ - $$$
d12580718,
d11444223,
d12511912,
d7123300,
d13222806,$$ - $$$
d8343795,$
d5769002,
d13322773,$$ - $$$
d11666891,
d10529907,$$ - $$$
d4770149,
d11891423,
d11827584,
d6435054,$$ - $$$
d10110449,$
d7349353,$
d7075625,
d12192483,$$ - $$$
d1381664,$$ - $$$
d13121117,$$ - $$$
d12188872,$
d4975586,
d4757945,$$ - $$$
d6889300,
d8018746,
d12484615,$$ - $$$
d4769390,
d4223621,
d3172369,$
d4598872,$
d12850209,$
d11728948,$
d13167722,$$ - $$$
d9695214,$
d2303957,
d5895188,
d7045067,$$ - $$$
d7969774,$
d12326744,
d5797798,
d9746329,
d13138647,
d7123753,
d5976726,$
d5122880,
d10886295,
d12963283,
d7296881,
d4289279,$$ - $$$
d6943044,
d11832143,
d4767673,
d10686709,
d11979633,
d10238246,
d4420363,
d13223408,$$ - $$$
d12207887,$
d1519119,
d7149850,$$ - $$$
d6209172,$
d8026553,$$ - $$$
d9699024,$
d5122265,$
d8499678,
d5489061,
d10475863,$$ - $$$
d12367477,$
d12901191,
d4770233,
d12645981,$$ - $$$
d2424335,
d7826709,$
d4102859,$$ - $$$
d9750956,$
d3355583,
d987992,
d11913077,$$ - $$$
d11795924,
d986413,
d2527695,
d997944,$$ - $$$
d1096385,$$ - $$$
d9777421,$$ - $$$
d12142036,
d8339796,$
d13101881,$$ - $$$
d7246419,
d8580577,
d5416433,
d12666436,
d11777282,
d4769714,
d10275948,
d10323937,$
d6838713,
d10327902,
d6958742,
d969830,
d5326130,$$ - $$$
d7278581,
d743888,
d9826259,$$ - $$$
d12670694,$
d10777687,$$ - $$$
d5966335,
d12406066,$
d8004005,
d4886212,
d5821532,
d8178472,
d5615651,$
d12281218,
d4768364,$$ - $$$
d8497948,$
d5811557,$
d6360325,
d1905880,$$ - $$$
d12209714,
d802000,
d10760291,
d10119696,
d1413424,
d8286616,
d10512503,$$ - $$$
d12728587,$$ - $$$
d10755469,$
d4081913,
d13199530,$$ - $$$
d2722819,$$$$
d7346381,$
d11749392,
d8388717,$
d10507796,$$ - $$$
d8462266,
d697495,
d13448920,
d6924894,$
d787989,$$ - $$$
d12086554,$$ - $$$
d3952602,
d5122167,$
d12222749,
d7999501,$
d8618839,$
d3327145,
d12099522,$$ - $$$
d5977304,$
d5453767,
d990820,
d10485918,$
d10674394,
d3485554,
d1336436,
d12971310,$
d717386,$$ - $$$
d10582734,
d7047277,$$ - $$$
d12326513,$$ - $$$
d12367943,
d5607874,
d7286063,$$ - $$$
d13172573,$
d12610408,$
d4948255,
d12945767,
d6713389,$
d10040682,$
d13220233,$$ - $$$
d12535699,$$ - $$$
d8553794,
d8341119,$$ - $$$
d6024095,
d9783576,$$ - $$$
d11742505,$
d8772130,$$ - $$$
d12579443,
d5532303,
d11903301,
d1408666,
d3641038,
d12877045,
d7617181,
d7360770,$$ - $$$
d5243328,
d2205074,
d1342136,$
d991146,$
d7360123,
d11860142,$$ - $$$
d5864094,
d6692708,$$ - $$$
d12664134,$$ - $$$
d4567619,
d11711653,$$ - $$$
d10926213,$
d10003044,$$ - $$$
d12149215,
d4554502,
d12482945,
d10644151,
d8026396,$$ - $$$
d8524555,$$ - $$$
d2266185,
d6654430,
d11876551,$
d7235512,$
d7653371,
d4084177,
d2229803,
d2069643,$$ - $$$
d6966863,$
d12266035,
d7597135,
d13116981,$$ - $$$
d7278483,
d5512556,$
d7026097,
d8730099,$$ - $$$
d10836956,$
d5487305,
d6109965,
d12936902,$$ - $$$
d3709336,
d8338329,
d997244,
d10695066,$
d10277017,
d11812830,$
d4235145,
d12208364,$$ - $$$
d8153728,$
d13002706,
d4959566,$
d2659648,
d8618833,$
d1044836,$$ - $$$
d1510629,
d10674234,$$ - $$$
d5609051,
d12670651,
d6653264,$
d4793474,
d990869,
d10062817,$$ - $$$
d3421243,$$ - $$$
d9849815,
d2484264,
d8447495,
d1043452,
d7660006,$$ - $$$
d7990588,$
d12473902,$$ - $$$
d6737938,
d6103916,
d2161163,
d10042411,
d695230,
d12981267,$$ - $$$
d7257385,
d3382251,
d12383748,
d7604609,
d7260504,
d10050662,$$ - $$$
d12992892,$
d12323318,
d8809879,$
d10713497,$
d1503562,$$ - $$$
d5792851,
d4149522,
d946743,$$ - $$$
d2200976,$$ - $$$
d10605430,
d7378502,$$ - $$$
d4782976,
d5292652,$
d5981454,
d896828,
d11928573,$
d8041944,
d13158082,
d2191892,$$ - $$$
d4793696,$$ - $$$
d12461540,
d953869,
d12402906,
d964392,
d4769835,
d8153694,$$ - $$$
d7987517,
d1343502,$
d1355049,$$ - $$$
d8848372,$$ - $$$
d10335314,$$ - $$$
d6277456,
d11920568,
d4283792,$
d9879019,$
d8356846,
d12995124,
d11701638,
d5823734,
d5865759,
d10176456,$$ - $$$
d1078920,
d8708550,$$ - $$$
d10809300,
d4202011,
d7189037,$$ - $$$
d8411402,
d3704467,
d9878931,
d9997534,$
d9831531,$
d7351883,
d12856867,
d11824302,
d5122702,
d3321229,
d7130886,
d10720821,$
d5796613,$$ - $$$
d12921238,
