id2,cuisine
d997456,"['Barbecue', 'Spanish', 'Vegetarian Friendly']"
d8343965,
d8339761,
d6440870,
d1327654,
d5486339,['Mexican']
d10087488,"['Italian', 'Mediterranean']"
d4923241,
d10468925,"['Brazilian', 'Fast Food', 'South American']"
d8476392,
d5122724,['Turkish']
d8684892,
d718419,
d9751133,"['German', 'Cafe', 'European']"
d12670824,"['Quick Bites', 'Seafood', 'Fast Food']"
d5794782,
d5868271,
d1946076,['French']
d4770180,
d6856850,
d8398466,
d12447534,"['European', 'Scandinavian', 'Danish']"
d11622707,
d5791730,['Fast Food']
d1331171,
d11689224,
d12670300,
d10754220,['Chinese']
d8393556,"['Turkish', 'Vegetarian Friendly']"
d12208688,"['Spanish', 'South American']"
d7261832,
d12404633,"['Indian', 'Vegetarian Friendly']"
d6715442,"['Bar', 'Spanish', 'Pub']"
d8339557,
d5617347,['Spanish']
d10679589,['Dessert']
d13129071,['Chinese']
d8320224,['French']
d4844994,['Dutch']
d7160729,"['European', 'Scandinavian']"
d10347901,
d5816217,
d12438465,
d8853237,"['Cafe', 'Deli']"
d5486633,"['Dessert', 'Cafe']"
d1534926,
d719799,
d4363770,"['Chinese', 'Asian', 'Vegetarian Friendly']"
d11668002,['Pizza']
d9836681,"['Bar', 'Pub']"
d11952754,['Cafe']
d4150091,
d8432085,"['Bar', 'Cafe', 'Spanish']"
d12449962,"['Japanese', 'Sushi', 'Asian']"
d5768681,
d8364770,
d2149612,
d4844339,
d12562867,"['European', 'Swedish']"
d5509525,
d12071777,
d4831827,
d5489226,
d9797930,['Italian']
d12671975,"['Italian', 'Vegetarian Friendly', 'Vegan Options']"
d11921205,
d8130518,
d8537733,
d11774873,
d11737291,
d5027108,
d8861490,"['Italian', 'Pizza', 'European']"
d9809498,
d12143894,['Spanish']
d4769028,
d5267806,"['Vegetarian Friendly', 'Vegan Options']"
d12506172,"['Belgian', 'European']"
d5122044,['Caribbean']
d11651307,['Healthy']
d12065275,"['Steakhouse', 'Cafe', 'Barbecue']"
d10686379,"['Cafe', 'Vegetarian Friendly']"
d4770084,
d12786736,
d6159015,"['Italian', 'Mediterranean', 'Vegetarian Friendly']"
d12148796,
d10072605,
d11880466,
d8834124,"['Swiss', 'European']"
d8809828,['Cafe']
d8681805,"['Bakeries', 'Cafe']"
d5489148,"['Spanish', 'Vegetarian Friendly', 'Vegan Options']"
d11992818,['Cafe']
d10036197,
d5791590,
d1093742,
d7117216,"['Polish', 'European']"
d9807467,['Cafe']
d13289876,
d9714836,
d9788504,
d10500062,
d7897018,
d5980933,
d2203463,
d6947757,"['Bakeries', 'Cafe']"
d1093661,
d9882946,['French']
d9758802,
d12394472,
d12687303,"['Vegetarian Friendly', 'Vegan Options']"
d8018289,['Fast Food']
d12690406,['Spanish']
d7616195,
d12657757,
d10076264,"['European', 'Swedish']"
d13116812,"['Specialty Food Market', 'Seafood']"
d997217,"['Pizza', 'Mediterranean', 'Spanish']"
d12388275,
d5615712,
d695926,
d1325599,
d12446122,"['Cafe', 'European', 'Portuguese']"
d12875961,
d8487293,"['Italian', 'Bar', 'Cafe']"
d7710664,['Cafe']
d12645762,
d9980695,"['Japanese', 'Sushi', 'Vegetarian Friendly']"
d7691403,
d11644314,['Spanish']
d10177098,"['European', 'Swedish']"
d10810322,
d12593521,
d12551161,"['Indian', 'Vegetarian Friendly']"
d9777637,
d8603353,"['Asian', 'Vietnamese']"
d10342481,"['Chinese', 'Asian']"
d12323332,['French']
d5107908,
d10025251,"['Sushi', 'Asian']"
d2143292,['German']
d10045197,"['Cafe', 'Wine Bar']"
d10100669,['French']
d5981136,
d5794982,
d11885111,
d5821547,
d7083435,
d11706123,['Spanish']
d11970034,"['Italian', 'Cafe', 'European']"
d10821966,"['American', 'Fast Food']"
d5609103,
d6525573,
d8500419,['Cafe']
d12990157,
d5981619,
d11960638,"['French', 'European']"
d5798607,
d815558,
d1343435,
d10028212,"['Polish', 'European']"
d5447976,"['Cafe', 'British']"
d982337,
d12231441,
d8339661,['Italian']
d12926349,['Dessert']
d8428994,"['Pizza', 'Pub']"
d10679009,
d12115633,['Vegetarian Friendly']
d10065467,"['Dutch', 'Seafood', 'European']"
d11658048,['Turkish']
d8051417,
d11722666,
d12286063,"['Bar', 'Vegetarian Friendly', 'Vegan Options']"
d12220611,['Vegan Options']
d11925969,"['Polish', 'Cafe', 'European']"
d13088986,"['French', 'European', 'Wine Bar']"
d9808585,
d5926709,
d9740137,"['Italian', 'French', 'Pizza']"
d12244219,"['European', 'Portuguese']"
d12063465,['Cafe']
d7228973,"['Peruvian', 'South American']"
d10838733,
d12154545,"['Austrian', 'Cafe', 'European']"
d10518171,['Vegetarian Friendly']
d12780255,"['Bar', 'European', 'Pub']"
d1039303,"['Bakeries', 'German', 'Cafe']"
d12950426,"['International', 'European', 'British']"
d5122681,
d1037004,
d4887802,
d2153083,['Spanish']
d10748664,['Vegetarian Friendly']
d9714765,['Chinese']
d8431344,['Spanish']
d7607432,"['Bakeries', 'Italian', 'Bar']"
d11876122,
d12130008,"['Fast Food', 'Middle Eastern']"
d7939618,
d1035463,['European']
d12557356,
d1072910,"['Bar', 'European', 'Pub']"
d9731847,
d10221687,
d12718154,
d5812266,"['French', 'Mediterranean']"
d1336072,['French']
d11979448,"['European', 'Portuguese']"
d10214420,
d3482628,"['Austrian', 'European', 'Spanish']"
d10270613,
d7992707,"['Mediterranean', 'Spanish']"
d10306163,['Cafe']
d10804548,['Healthy']
d3700228,
d5440386,
d7240342,
d1967097,
d7023747,['Fast Food']
d8607042,
d6874868,
d5804498,['French']
d6487941,"['International', 'European', 'Fusion']"
d11737367,"['Pizza', 'International']"
d4923298,['Fast Food']
d8560617,"['Mediterranean', 'Spanish']"
d1341444,"['German', 'Fast Food']"
d10766236,"['European', 'Pub', 'Gastropub', 'Czech']"
d10509826,"['Japanese', 'Sushi', 'Asian']"
d10188263,
d10441793,
d12896617,"['Italian', 'Pizza', 'Vegetarian Friendly']"
d4523130,
d8749259,"['Cafe', 'Fast Food']"
d6850220,['French']
d12286389,
d5768921,['Indian']
d10149327,['Cafe']
d8340766,"['Italian', 'Bar', 'Cafe']"
d4801128,"['French', 'European']"
d5949207,
d11701729,"['Cafe', 'Vegetarian Friendly', 'Vegan Options']"
d9566645,"['Turkish', 'Middle Eastern', 'Halal']"
d9711563,
d5795229,
d9730844,['Cafe']
d12435113,['Healthy']
d8127489,
d8723774,
d12510320,
d11871578,"['Mediterranean', 'Spanish']"
d11331461,"['Bar', 'Pub']"
d13153525,
d12621244,"['Fast Food', 'Turkish', 'Vegetarian Friendly']"
d10754913,
d10147878,['Specialty Food Market']
d10259519,
d9729928,['Cafe']
d9453335,['Gluten Free Options']
d10736346,
d12972370,"['Fast Food', 'Vegetarian Friendly', 'Vegan Options']"
d11717683,
d8779173,"['Fast Food', 'Middle Eastern', 'Vegetarian Friendly', 'Vegan Options']"
d10522663,"['European', 'Czech']"
d10087366,['Pub']
d7281496,
d5220267,['Chinese']
d10231052,"['French', 'Belgian', 'Fast Food']"
d7810324,
d9821093,
d8737095,
d7892771,['Deli']
d7339905,
d943635,
d10491876,
d2154708,
d12179972,
d6872536,
d8841114,
d12207350,
d11918759,
d4769887,"['European', 'Central European']"
d12162462,"['Polish', 'European', 'Eastern European']"
d11749959,"['Fast Food', 'Turkish', 'Middle Eastern']"
d7171649,
d7189327,['Mediterranean']
d7277879,
d7154757,
d966366,
d10308777,['Chinese']
d740061,
d5795074,"['Italian', 'Pizza']"
d5510509,['Pizza']
d10457944,
d11827759,
d1332651,
d10341158,"['Seafood', 'European', 'Scandinavian']"
d10380161,['American']
d8340787,"['Italian', 'Vegetarian Friendly']"
d8557368,
d10478201,
d11810585,
d12022065,['French']
d7332382,['French']
d5037253,
d9729242,
d8605624,"['French', 'Wine Bar']"
d785783,
d9846411,
d12252123,"['Asian', 'Indonesian', 'Vegetarian Friendly']"
d10786375,['Fast Food']
d10281949,
d4557437,"['German', 'European']"
d12822105,
d8084449,['Cafe']
d5040457,"['Chinese', 'Seafood', 'Asian']"
d1673481,
d11643528,"['Italian', 'Pizza', 'Mediterranean']"
d8339196,"['Italian', 'Bar', 'Cafe']"
d12938820,
d1405632,"['French', 'European']"
d12614946,"['Lebanese', 'Mediterranean', 'Middle Eastern']"
d9881794,
d12219942,"['Italian', 'French', 'European']"
d10804383,"['Cafe', 'Vegetarian Friendly']"
d5776027,['Spanish']
d1441087,
d11910334,"['Mediterranean', 'Spanish', 'Vegan Options']"
d12511058,
d1028107,
d13001088,
d12535806,"['Italian', 'Mediterranean', 'Vegetarian Friendly']"
d8339966,
d12644140,"['Japanese', 'Sushi', 'Asian']"
d12571872,
d7061319,"['Belgian', 'European', 'Vegetarian Friendly']"
d4077959,
d7852151,['Spanish']
d1045067,
d12859960,"['Bakeries', 'Cafe']"
d10463660,
d8498634,"['Fast Food', 'European', 'Portuguese']"
d12548436,"['Quick Bites', 'Cafe']"
d942186,
d8126733,
d5580998,
d8068451,"['Chinese', 'Asian']"
d12177599,"['Chinese', 'Asian', 'Vietnamese']"
d11967172,"['Cafe', 'Vegan Options']"
d10505038,
d1228728,
d9873614,"['Swedish', 'Vegetarian Friendly', 'Vegan Options']"
d11436157,"['Brazilian', 'Barbecue', 'European']"
d12345338,
d8059389,
d12859361,
d11838818,
d9567403,"['Moroccan', 'Mediterranean', 'Middle Eastern']"
d5291194,
d5122152,
d7129162,
d12661093,
d8522319,
d10310146,"['Bar', 'British', 'Pub']"
d10518737,"['Fast Food', 'Turkish']"
d5800076,['French']
d11890774,
d7000956,
d8774312,"['Chinese', 'Cafe']"
d11800802,"['Lebanese', 'Mediterranean', 'Middle Eastern']"
d8672834,"['Chinese', 'Asian', 'Vegetarian Friendly']"
d8289310,"['Latin', 'Spanish', 'Colombian']"
d5851960,
d12445889,
d8642360,
d9857375,['European']
d11595119,"['Pizza', 'Vegan Options']"
d12866521,
d8537653,
d12969126,"['Cafe', 'British', 'Soups']"
d8809718,['French']
d8484049,"['Bakeries', 'German', 'Austrian']"
d11863038,"['Japanese', 'Seafood', 'Sushi']"
d6864979,
d4937398,
d10830690,"['Fast Food', 'Turkish', 'Greek']"
d8732721,"['Italian', 'Pizza', 'Vegetarian Friendly']"
d11804604,
d8099191,
d5243248,['Chinese']
d11836340,"['Bakeries', 'Italian', 'Pizza']"
d5523399,
d5794609,"['Seafood', 'Mediterranean', 'Spanish']"
d966362,
d12581319,
d4298754,['Cafe']
d9747412,['Pub']
d9995784,"['Fast Food', 'Asian', 'Thai']"
d5243111,
d5808921,
d4769501,
d6853092,['French']
d697218,
d12656261,"['Italian', 'Pizza']"
d5986308,
d5616973,"['Quick Bites', 'Fast Food']"
d7652402,"['American', 'Vegetarian Friendly']"
d5507497,
d12902263,"['American', 'Bar', 'Pub']"
d4910377,"['Chinese', 'British']"
d12184675,
d12598728,['Cafe']
d12674982,
d3185913,
d7815248,['Cafe']
d4586592,['Greek']
d7263685,
d13083533,
d8338352,['Italian']
d8338680,
d11953114,"['Belgian', 'European']"
d9732467,['Bar']
d5956768,
d5489499,
d4291675,
d5958948,"['Vegetarian Friendly', 'Vegan Options']"
d12963001,"['Bar', 'Pub']"
d11586956,['French']
d5607724,
d8574615,
d10558392,
d12413396,"['Bar', 'Pizza', 'International']"
d2646976,
d8134063,['Italian']
d13198228,
d4770061,
d12879439,"['Mediterranean', 'Spanish']"
d8535531,
d12323594,
d9787634,
d1038835,
d13296939,"['Mediterranean', 'European', 'Spanish']"
d10061579,['Cafe']
d10698003,
d8462228,"['Japanese', 'Sushi', 'Asian']"
d12281790,['Healthy']
d1381569,
d1872975,
d13296811,"['Italian', 'Seafood', 'Gluten Free Options']"
d10332848,
d5795047,"['Mediterranean', 'Spanish']"
d4770058,
d5122260,
d12809213,
d8605418,
d8634514,"['Italian', 'European']"
d6702774,['Vietnamese']
d3537195,
d8011642,['Spanish']
d12828887,
d7824431,
d8339754,
d10424437,
d1337153,['French']
d9845669,"['Japanese', 'Sushi']"
d5825826,
d6632238,
d997608,
d8017782,['Cafe']
d10345546,"['Chinese', 'Vegetarian Friendly']"
d2239215,
d12868988,"['Mediterranean', 'European', 'Portuguese']"
d5851509,"['Asian', 'Vietnamese', 'Vegetarian Friendly']"
d8460599,['Fast Food']
d5285617,['Fast Food']
d7369470,
d8339544,
d10031140,"['Greek', 'Healthy', 'Vegetarian Friendly']"
d4767800,
d5491218,"['Spanish', 'Vegetarian Friendly']"
d7125485,"['Chinese', 'Japanese', 'Sushi']"
d5820326,
d11719007,"['Cafe', 'Deli']"
d10469378,"['Italian', 'Bar', 'Cafe']"
d7285304,
d12415049,
d8552415,"['Bakeries', 'French']"
d8543650,"['German', 'European', 'Central European']"
d5821106,"['Italian', 'Pizza', 'Seafood']"
d966610,
d5294192,
d8776237,
d6672557,['Spanish']
d8674785,['African']
d1503901,"['European', 'Vegetarian Friendly']"
d10299791,['British']
d12868561,['Contemporary']
d12115275,"['Dessert', 'Cafe', 'European']"
d4768697,
d13323825,"['Steakhouse', 'Barbecue', 'European']"
d7755779,"['German', 'European']"
d10188822,"['Italian', 'Seafood', 'Mediterranean']"
d4911290,
d6762753,
d12925541,
d11548938,['Italian']
d11903783,"['Bakeries', 'Swedish']"
d8685231,
d9819883,
d4976318,"['Mediterranean', 'Spanish', 'Grill']"
d7687691,"['Cafe', 'Vegetarian Friendly']"
d5853771,
d1024683,"['Italian', 'Mediterranean', 'European']"
d5614276,['Spanish']
d8714197,"['Cafe', 'Vegetarian Friendly']"
d12165523,
d3656371,
d12097713,"['Dessert', 'Cafe', 'Vegetarian Friendly']"
d12225614,"['Polish', 'European']"
d7973887,
d12231304,"['Japanese', 'Sushi', 'Asian']"
d8813300,
d7336437,
d5776034,
d8861043,
d6165816,"['European', 'Portuguese']"
d1043870,
d7138823,"['Bar', 'Pub', 'Romagna']"
d10043086,
d12941805,"['Bar', 'Deli', 'Pub']"
d7751484,"['European', 'Portuguese']"
d7124540,['Cafe']
d12143119,"['European', 'Scandinavian']"
d10139004,
d11832494,['French']
d10533210,['Fast Food']
d10454325,"['European', 'Czech']"
d10624281,"['Mediterranean', 'Spanish']"
d2655592,"['Brazilian', 'European', 'Portuguese']"
d11500774,
d695169,
d5506079,"['European', 'Croatian']"
d1347853,"['Italian', 'Pizza', 'Mediterranean']"
d8434923,"['European', 'Portuguese']"
d1015287,
d12438915,
d3720862,
d8497127,
d4910404,
d12882182,['French']
d697019,
d12408498,
d8779867,
d10622010,
d5819683,
d4148776,"['German', 'European', 'Central European']"
d8360335,
d2165729,
d1947083,
d10214295,
d7349319,"['Italian', 'Soups', 'Vegetarian Friendly']"
d10446651,
d8559780,
d5854830,['Diner']
d8841524,"['Swiss', 'European']"
d12012788,
d8630150,['Turkish']
d11750163,['Fast Food']
d7649083,"['European', 'Portuguese']"
d9777353,"['Italian', 'French', 'Vegetarian Friendly']"
d11905347,
d8317875,
d7214034,
d7365730,['Deli']
d2615209,
d5962339,
d10839682,
d5122742,
d10547080,"['Mediterranean', 'Spanish']"
d10748470,
d12691333,['Turkish']
d4458231,"['French', 'Bar', 'European']"
d10598434,
d8143844,
d1074525,
d5799966,
d12931341,
d9745237,
d5518254,['Bar']
d5423598,
d6527844,['French']
d11880382,
d7223064,
d10162651,
d10441140,
d8772199,
d12555535,
d5122271,
d714914,
d10782466,
d11912843,"['Asian', 'Pub']"
d7080922,"['Cafe', 'Vegetarian Friendly']"
d5819364,
d10051163,
d8708841,
d954326,"['European', 'Croatian', 'Central European']"
d2440330,['Vegetarian Friendly']
d8548997,
d8339704,['Italian']
d7066914,"['Mediterranean', 'Spanish']"
d5873560,"['Bar', 'Pub']"
d6124738,"['Mediterranean', 'Spanish']"
d8566729,['Dessert']
d10621971,"['French', 'Vegetarian Friendly']"
d10911006,"['Seafood', 'Mediterranean', 'Spanish']"
d1967911,"['European', 'Croatian', 'Vegetarian Friendly']"
d8508319,"['Specialty Food Market', 'International']"
d5795031,"['Bar', 'Mediterranean', 'Spanish']"
d8727830,
d12456979,['Vegetarian Friendly']
d5794557,['Spanish']
d2615880,"['European', 'Portuguese']"
d4470082,
d10119558,
d5616526,
d10494780,['Fast Food']
d9463172,['American']
d6695281,
d9979393,
d2403779,
d11650771,"['Bar', 'European', 'Gastropub']"
d5798801,
d11929254,"['Quick Bites', 'American', 'Fast Food']"
d10138602,
d11856924,
d11955534,"['European', 'Portuguese', 'Vegetarian Friendly']"
d11876857,"['Bakeries', 'Cafe', 'International']"
d8468647,
d12080107,
d12593499,
d6496920,['German']
d4261090,
d11811867,
d4587200,['Dessert']
d11746696,
d12086831,['Spanish']
d5795311,
d5440078,
d10321642,
d11180137,
d10050157,"['Bar', 'Pub']"
d12711650,"['Italian', 'Pizza', 'European']"
d9885902,"['Cafe', 'Swedish', 'Scandinavian']"
d11716611,['Dessert']
d2236359,"['Italian', 'Seafood', 'Mediterranean']"
d5267218,
d10525028,"['Dessert', 'European']"
d1495570,['European']
d7916833,['Cafe']
d1408643,
d2615769,
d10031781,"['Bar', 'Pub']"
d12094972,
d12820524,
d997902,
d5979280,"['European', 'Portuguese']"
d10236447,['Italian']
d5486271,"['Mediterranean', 'Spanish']"
d7755331,
d10200779,['Cafe']
d11931290,
d5243149,
d7238261,['Spanish']
d12366134,
d8418105,"['Georgian', 'Vegetarian Friendly']"
d11701739,"['Bar', 'International', 'European']"
d10818003,
d9826575,"['Quick Bites', 'American', 'Fast Food']"
d9847743,"['Cafe', 'Fast Food', 'Mediterranean']"
d5977635,
d794570,
d12133638,
d9981947,"['Bar', 'Pub']"
d9716385,"['European', 'Hungarian', 'Vegetarian Friendly']"
d12150807,"['Scandinavian', 'Vegetarian Friendly']"
d5976886,
d12593503,
d10801771,
d8277028,"['Quick Bites', 'Fast Food']"
d12070727,
d9989853,
d12427683,
d8773673,
d12532949,"['Bar', 'Spanish', 'Pub']"
d11660761,"['European', 'Portuguese']"
d8374350,
d8817361,
d12653872,
d12320798,"['French', 'European', 'Wine Bar']"
d12663216,
d7359904,
d11749666,['Italian']
d5826641,"['Asian', 'Thai', 'Vietnamese']"
d10787980,
d7071760,
d4800547,"['Swiss', 'European', 'Central European']"
d11807584,
d7807045,['Cafe']
d7138364,['Spanish']
d10092300,"['Cafe', 'Fast Food']"
d12631683,
d7139057,['French']
d5614767,"['Italian', 'Pizza', 'Fast Food']"
d10109757,
d11723210,"['Bar', 'Cafe']"
d12630857,"['Asian', 'Indonesian']"
d12378321,"['Fast Food', 'Turkish', 'Vegetarian Friendly']"
d1997139,"['American', 'Bar', 'Cafe']"
d9567331,['Cafe']
d6903248,
d5822234,
d1039323,['Vegetarian Friendly']
d10671294,
d10019850,"['Austrian', 'European', 'Vegetarian Friendly']"
d1322272,
d13277890,
d5854973,
d12656426,"['American', 'Peruvian', 'Latin']"
d9784919,['European']
d7992446,"['Bar', 'Pub', 'Wine Bar']"
d10084603,
d10730878,"['Seafood', 'Greek']"
d11848992,['Cafe']
d10102375,
d5599486,
d11946275,"['Italian', 'Pizza', 'Mediterranean']"
d8448189,
d10148059,
d12968307,
d9818608,
d12031445,
d10467852,"['Mediterranean', 'European', 'Spanish']"
d850487,
d5615749,"['Mediterranean', 'Spanish']"
d8430037,
d12620594,"['American', 'Deli']"
d6875569,
d4295316,
d12404578,"['Pizza', 'European', 'Middle Eastern']"
d11897578,['Vegetarian Friendly']
d2088225,['German']
d5531673,['Indian']
d7596961,
d10469734,
d13130305,
d1346410,
d990688,"['Mediterranean', 'Spanish']"
d7177813,
d10672994,['Fast Food']
d12402431,"['Japanese', 'Asian', 'Vegetarian Friendly']"
d5494154,"['Japanese', 'Asian']"
d5970231,"['Spanish', 'Vegetarian Friendly']"
d12966266,['French']
d1340832,
d7087699,"['French', 'Wine Bar']"
d8754974,"['German', 'European', 'Central European']"
d8461751,
d5872663,['Italian']
d12554985,
d8630682,
d8595203,
d8505276,['Vegetarian Friendly']
d10496558,
d5795010,
d1520748,
d11547915,['Cafe']
d11865756,
d10459474,
d5606685,['Steakhouse']
d9867336,"['Dessert', 'Cafe', 'Deli']"
d10629869,
d988064,
d5520525,"['German', 'Cafe', 'Vegetarian Friendly']"
d12322247,
d7350180,
d6641772,
d5512431,"['European', 'Croatian', 'Central European']"
d8077868,"['Bar', 'European', 'Pub']"
d9807418,
d5493157,"['Chinese', 'Japanese', 'Sushi']"
d10802652,
d12813124,
d6454308,"['Bar', 'Cafe', 'Pub']"
d1065755,"['Indian', 'Asian', 'Vegetarian Friendly']"
d8339877,
d8691297,['Italian']
d12170237,['Spanish']
d1457285,
d7660051,
d4767560,
d12662488,['Italian']
d4427973,
d11793228,['French']
d12029071,['American']
d815477,
d10026672,
d9979957,['Italian']
d4600692,
d10836710,
d11769448,
d696012,
d12459158,
d9694684,
d1039123,"['Bar', 'Pub']"
d7068581,"['Cafe', 'Vegetarian Friendly']"
d5852232,
d7009351,
d10729778,
d12051419,
d10036970,
d10628811,
d6378842,"['Cafe', 'Fast Food']"
d8758028,"['Cafe', 'Fast Food']"
d12971683,['Vegetarian Friendly']
d12831436,"['Sushi', 'Vietnamese']"
d11749579,"['American', 'Steakhouse', 'Grill']"
d8735392,"['European', 'Portuguese']"
d12714106,
d997614,
d5854683,['Italian']
d7897025,
d5972084,
d13189099,"['American', 'Fast Food', 'Middle Eastern']"
d9745809,
d9808405,"['Seafood', 'Spanish']"
d10150006,
d9455506,['Cafe']
d12986583,['Healthy']
d4925704,"['Fast Food', 'Deli']"
d5264393,
d10796424,"['Dessert', 'Cafe']"
d12580718,['Healthy']
d12511912,
d13222806,"['French', 'European']"
d8343795,"['Italian', 'Pizza']"
d5769002,
d13322773,['Middle Eastern']
d11666891,
d10529907,"['Bar', 'European', 'Grill']"
d4770149,
d11891423,"['Mediterranean', 'Arabic']"
d11827584,
d6435054,"['French', 'European', 'Vegetarian Friendly']"
d10110449,['French']
d7349353,
d12192483,['Vegetarian Friendly']
d1381664,
d12188872,
d8018746,
d12484615,"['European', 'Portuguese']"
d4769390,
d4223621,
d3172369,
d4598872,"['Italian', 'French']"
d5895188,
d7045067,"['European', 'Vegetarian Friendly']"
d7969774,"['Austrian', 'European']"
d12326744,
d5797798,['French']
d9746329,
d5976726,
d5122880,
d10886295,['Cafe']
d12963283,
d4289279,
d6943044,"['Quick Bites', 'Fast Food', 'European']"
d11832143,
d4767673,
d10686709,
d11979633,['Fast Food']
d10238246,['Grill']
d12207887,"['Lebanese', 'Mediterranean', 'Middle Eastern']"
d6209172,"['Belgian', 'European']"
d8026553,"['Quick Bites', 'Cafe', 'Vegetarian Friendly']"
d9699024,['Contemporary']
d8499678,
d5489061,
d10475863,['Italian']
d12367477,"['Dessert', 'American', 'Fast Food']"
d12901191,
d4770233,
d12645981,"['Lebanese', 'Mediterranean']"
d2424335,
d7826709,"['German', 'Vegetarian Friendly']"
d9750956,['Cafe']
d987992,
d11913077,"['Mediterranean', 'Vegetarian Friendly']"
d11795924,
d986413,
d997944,"['Mediterranean', 'Spanish', 'Catalan']"
d1096385,"['Seafood', 'Mediterranean', 'Spanish']"
d9777421,"['French', 'Bar', 'Pub']"
d8339796,['Italian']
d13101881,['Italian']
d5416433,
d12666436,
d11777282,
d4769714,
d10275948,
d10323937,"['European', 'Hungarian']"
d6838713,
d10327902,['Cafe']
d6958742,
d5326130,
d9826259,"['Bar', 'Pub']"
d12670694,"['European', 'Portuguese', 'Swedish']"
d10777687,"['European', 'Portuguese']"
d5966335,
d12406066,"['Quick Bites', 'Fast Food', 'Vegetarian Friendly']"
d5615651,"['Mediterranean', 'Spanish']"
d12281218,
d4768364,
d5811557,['French']
d6360325,
d1905880,"['Italian', 'Cafe']"
d12209714,
d10760291,
d10119696,
d8286616,
d10755469,"['American', 'Fast Food']"
d4081913,
d7346381,"['Bakeries', 'Cafe', 'Fast Food']"
d11749392,
d8388717,['Healthy']
d10507796,"['Brew Pub', 'Bar', 'Pizza']"
d8462266,
d13448920,"['European', 'Portuguese']"
d787989,['Bar']
d12086554,['Cafe']
d5122167,"['Quick Bites', 'Fast Food']"
d12222749,
d7999501,
d8618839,
d5977304,"['European', 'Portuguese']"
d990820,
d10485918,"['Quick Bites', 'Bar', 'British']"
d10674394,
d1336436,
d12971310,"['Lebanese', 'Barbecue', 'Middle Eastern']"
d717386,['Spanish']
d10582734,
d7047277,"['French', 'Bar']"
d12326513,"['Italian', 'Seafood', 'Mediterranean']"
d12367943,['Deli']
d5607874,['German']
d7286063,"['Mediterranean', 'Spanish']"
d13172573,
d12610408,
d6713389,"['Cafe', 'European', 'Swedish']"
d10040682,['Italian']
d13220233,"['Pizza', 'Vegetarian Friendly', 'Vegan Options']"
d12535699,
d8553794,
d8341119,
d9783576,
d11742505,"['Chinese', 'Cafe', 'Asian']"
d8772130,
d12579443,"['Quick Bites', 'Cafe', 'Fast Food', 'Deli']"
d11903301,
d1408666,
d7360770,['Spanish']
d2205074,
d1342136,"['German', 'European', 'Vegetarian Friendly']"
d991146,['Wine Bar']
d7360123,
d11860142,"['Asian', 'Vietnamese', 'Vegetarian Friendly']"
d5864094,
d6692708,['French']
d12664134,"['Vegetarian Friendly', 'Vegan Options']"
d11711653,"['Mediterranean', 'European', 'Spanish']"
d10003044,['Cafe']
d12149215,['Pizza']
d4554502,['Spanish']
d12482945,"['Bar', 'Pub']"
d10644151,
d8524555,
d2266185,
d11876551,['American']
d7653371,
d6966863,"['Cafe', 'Vegetarian Friendly']"
d12266035,
d13116981,"['Quick Bites', 'Caribbean', 'Healthy']"
d5512556,
d7026097,
d8730099,
d10836956,['Spanish']
d5487305,
d6109965,
d8338329,
d997244,
d10695066,"['European', 'Turkish', 'Middle Eastern']"
d11812830,"['Italian', 'Pizza', 'Vegetarian Friendly']"
d12208364,"['Dessert', 'French']"
d8153728,"['Quick Bites', 'Cafe']"
d13002706,
d4959566,['Italian']
d8618833,"['Cafe', 'Fast Food', 'European']"
d1510629,
d10674234,
d5609051,['Spanish']
d12670651,['Mexican']
d6653264,
d10062817,"['Italian', 'Pizza', 'Vegetarian Friendly']"
d9849815,['European']
d8447495,
d7660006,"['French', 'Bar', 'Pub']"
d7990588,['Italian']
d12473902,"['Contemporary', 'Vegetarian Friendly']"
d6737938,['Russian']
d10042411,"['Mediterranean', 'Spanish']"
d12383748,
d7260504,
d10050662,
d12992892,"['European', 'Hungarian']"
d12323318,
d8809879,"['European', 'Vegetarian Friendly']"
d1503562,"['German', 'Vegetarian Friendly', 'Vegan Options']"
d5792851,
d4149522,
d946743,
d2200976,"['Mexican', 'Latin', 'Spanish']"
d7378502,['Vegetarian Friendly']
d5292652,"['Italian', 'Pizza', 'Seafood']"
d5981454,
d11928573,"['Italian', 'Pizza', 'Romana']"
d13158082,
d2191892,['Cafe']
d4793696,
d12461540,"['Austrian', 'European']"
d12402906,
d964392,
d4769835,
d8153694,"['Cafe', 'International', 'Healthy']"
d1343502,"['German', 'Fast Food']"
d1355049,['Vegetarian Friendly']
d8848372,['French']
d6277456,
d11920568,
d4283792,['Vegetarian Friendly']
d9879019,"['Italian', 'European', 'Vegetarian Friendly']"
d8356846,
d12995124,
d11701638,
d5823734,
d5865759,
d1078920,
d8708550,"['French', 'European', 'Wine Bar']"
d10809300,
d7189037,['Cafe']
d8411402,
d9878931,
d9997534,['Cafe']
d9831531,"['Fast Food', 'Turkish']"
d7351883,
d11824302,
d10720821,"['Turkish', 'Middle Eastern', 'Pakistani']"
d5796613,"['European', 'Portuguese']"
d12921238,['Cafe']
d10047073,
d11659486,
d6840655,
d12403563,"['German', 'European', 'Central European']"
d12134678,"['Bar', 'Pub']"
d1099808,
d8537755,['Spanish']
d12327525,['Cafe']
d5804226,
d5799101,['Turkish']
